id,abbreviation,local_abbreviation,title,local_title,language__iso_639_1,language__name,language__local_name,taxonomy,benchmark
146,RVC,RVC,Reina Valera Contemporánea,Reina Valera Contemporánea,es,Spanish,Español (América Latina),5,1
147,RVES,RVES,Reina-Valera Antigua,Reina-Valera Antigua,es,Spanish,Español (América Latina),5,1
150,RVR95,RVR95,Reina Valera 1995,Biblia Reina Valera 1995,es,Spanish,Español (América Latina),5,1
197,PDT,PDT,Holy Bible: The Word of God for All,La Biblia: La Palabra de Dios para todos,es,Spanish,Español (América Latina),5,
753,NBV,NBV,New Living Bible,Nueva Biblia Viva,es,Spanish,Español (América Latina),5,
1076,JBS,JBS,Biblia del Jubileo,Biblia del Jubileo,es,Spanish,Español (América Latina),5,1
1718,RVR09,RVR09,Biblia Reina Valera 1909,Biblia Reina Valera 1909,es,Spanish,Español (América Latina),5,1
1782,RVA2015,RVA2015,Reina Valera Actualizada,Reina Valera Actualizada,es,Spanish,Español (América Latina),5,1
3291,VBL,VBL,Versión Biblia Libre,Versión Biblia Libre,es,Spanish,Español (América Latina),5,1
3365,spaPdDpt,PdDpt,"Spanish Bible, Palabla de Dios para ti",Palabla de Dios para ti,es,Spanish,Español (América Latina),5,1
1637,NVIC,NVI,Spanish NVI,Nueva Versión Internacional - Castellano,es,Spanish (Spain),Español (España),5,
3425,RV2020,RV2020,Reina Valera 2020,Reina Valera 2020,es,Spanish (Spain),Español (España),5,1
2410,LAISUN,LAISUN,Old and New Testament in Today's Sundanese Version,KITAB SUCI,su,Sundanese,Sundanese,1,
789,SUSZ,SUSZ,Sunuwar,कोँइच,,Sunwar,कोँइच,,
3049,SRB37,SRB37,Swahili Roehl Bible 1937,Swahili Roehl Bible 1937,sw,Swahili,Kiswahili,2,
604,SWT,SWT,Siswati 1996 Bible,Siswati 1996 Bible,ss,Swazi,siSwati,1,1
154,B2000,B2000,Bible 2000 Swedish Translation,Bibel 2000,sv,Swedish,Svenska,4,
160,SFB98,SFB98,Svenska Folkbibeln,Svenska Folkbibeln,sv,Swedish,Svenska,4,
161,SK73,SK73,Karl XII 1873,Karl XII 1873,sv,Swedish,Svenska,4,
166,SVEN,SVEN,Svenska 1917,Svenska 1917,sv,Swedish,Svenska,4,
542,SB,SB,Svenskbibel,Svenskbibel,sv,Swedish,Svenska,4,
916,NUB,NUB,Swedish Contemporary Bible 2015,nuBibeln,sv,Swedish,Svenska,4,
1223,SFB15,SFB15,Svenska Folkbibeln 2015,Svenska Folkbibeln 2015,sv,Swedish,Svenska,4,
177,TLAB,TLAB,Ang Biblia,Ang Biblia,tl,Tagalog,Filipino,3,1
399,RTPV05,RTPV05,Magandang Balita Bible (Revised),Magandang Balita Bible (Revised),tl,Tagalog,Filipino,3,
1264,ASD,ASD,Tagalog Contemporary Bible,Ang Salita ng Diyos,tl,Tagalog,Filipino,3,
2195,ABTAG01,ABTAG01,Tagalog Form-Based Bible (2001),"Ang Biblia, 2001",tl,Tagalog,Filipino,3,1
2196,ABTAG,ABTAG,Tagalog Form-Based Bible (1905/1982),Ang Biblia (1905/1982),tl,Tagalog,Filipino,3,1
2898,LAITLD,LAITLD,Old and New Testament in Today's Talaud Version,WUKE SUSI WATTI'U AL᷊AL᷊USASSA,,Talaud,Talaud,0,
339,TAOVBSI,TAOVBSI,Tamil Old Version Bible (BSI),பரிசுத்த வேதாகமம் O.V. (BSI),ta,Tamil,தமிழ்,3,1
1899,IRVTam,IRVTam,Indian Revised Version (IRV) Tamil - 2019,இண்டியன் ரிவைஸ்டு வெர்ஸன் (IRV) - தமிழ்,ta,Tamil,தமிழ்,3,1
3154,TAERV,TAERV,Holy Bible: Easy-to-Read Version,பரிசுத்த பைபிள்,ta,Tamil,தமிழ்,3,
4245,TRV,TRV,Tamil Readerʼs Version,இலகு தமிழ் மொழிபெயர்ப்பு,ta,Tamil,தமிழ்,3,1
1545,TANGBSI,TANGBSI,Tangkhul Naga Bible (BSI),Kathara Bible (BSI),,Tangkhul Naga (India),Tangkhul,,
3109,SED1,Stgdaya,Seediq Tgdaya Bible Old Testament and New Testament,Kari Utux Baro Seediq Tgyada,,Taroko,Truku,0,
3617,TAWEAST,TAWEAST,Eastern Tawbuid Version,Eastern Tawbuid,,"Tawbuid, Eastern","Tawbuid, Eastern",,
3168,OCCT,OCCT,Western Tawbuid,Fanawbuid tagsibaliwas Fakayabian,,"Tawbuid, Western",Tawbuid,,
368,TDB,TDB,Tedim Bible,Tedim Bible,,Tedim Chin,Chin: Tedim,,
3561,TB77,TB77,Tedim Bible,Tedim Bible,,Tedim Chin,Chin: Tedim,,
1787,TELUBSI,TELUBSI,Telugu Old Version Bible (BSI),పరిశుద్ధ గ్రంథము O.V. Bible (BSI),te,Telugu,తెలుగు,1,
1895,IRVTel,IRVTel,Indian Revised Version (IRV) Telugu - 2019,ఇండియన్ రివైజ్డ్ వెర్షన్ (IRV) - తెలుగు -2019,te,Telugu,తెలుగు,1,
3155,TERV,TERV,Holy Bible: Easy-to-Read Version,పవిత్ర బైబిల్,te,Telugu,తెలుగు,1,
3268,TSA,TSA,"Telugu Contemporary Version, Holy Bible","తెలుగు సమకాలీన అనువాదం, పవిత్ర గ్రంథం",te,Telugu,తెలుగు,1,
2903,ino-rote,twu,Old and New Testament in Today's Rote Version,Susula Malalaok Hehelu Palak Ma Hehelu Beuk,,Termanu,Termanu,,
436,AOV1961,AOV1961,Ateso Old Version Bible,Ebaibuli,,Teso,Teso,0,1
2685,TLL,TLL,Otetela Bible 1991,La Bible en Otetela (Bible K'Ekila) 1991,,Tetela,Tetela,0,1
174,THSVD,THSV11,Thai Standard Version Revision (Digital),ฉบับมาตรฐาน,th,Thai,ภาษาไทย,3,1
175,KJV,KJV,Thai KJV,พระคัมภีร์ภาษาไทยฉบับ KJV,th,Thai,ภาษาไทย,3,1
179,TNCV,TNCV,Thai New Contemporary Version,พระคริสตธรรมคัมภีร์ไทย ฉบับอมตธรรมร่วมสมัย,th,Thai,ภาษาไทย,3,1
203,THA-ERV,THA-ERV,Holy Bible: Easy-to-Read Translation,พระคริสตธรรมคัมภีร์: ฉบับอ่านเข้าใจง่าย,th,Thai,ภาษาไทย,3,
2046,TH1940,TH1940,Thai Holy Bible 1940,พระคริสตธรรมคัมภีร์ ฉบับ 1940,th,Thai,ภาษาไทย,3,1
2744,NTV,NTV,New Thai Version (NTV),พระคัมภีร์ ฉบับแปลใหม่ (NTV),th,Thai,ภาษาไทย,3,1
3615,thaKJV,thaKJV,Thai KJV,Thai KJV,th,Thai,ภาษาไทย,3,1
4501,TNCV,TNCV,Biblica® Open Thai New Contemporary Version 2007,Biblica® พระคริสตธรรมคัมภีร์ไทย ฉบับอมตธรรมร่วมสมัยแบบเปิด,th,Thai,ภาษาไทย,3,1
4502,TCV,TCV,Thai Common Version 2025,คัมภีร์ ฉบับไทยสามัญ,th,Thai,ภาษาไทย,3,1
289,tca,tcaP,Ticuna Bible -Peru ed.,Tupanaarü Ore,,Ticuna,Ticuna,0,
2575,TOBNR,TOBNR,TIV OLD BIBLE NO REF,ICIGHAN BIBILO,,Tiv,Tiv,0,1
574,BTQ13,LÑLE13,Biblia en Toba Qom 2013,La'aqtaqa Ñim  Lo'onatac 'Enauacna 2013,,Toba,Toba Qom,0,
2897,TLB,TLB,Old and New Testament in Today's Tobelo Version,MA JOU AI BUKU O ABARI MA OA,,Tobelo,Tobelo,0,
3023,YABD,YABD,La palabra de Dios,Ja yab'al ja Dyosi,,Tojolabal,Tojolabal,0,
2974,TongaMw,TongaMw,Tonga Bible 1986,Tonga Bible 1986,,Tonga (Nyasa),chiTonga,0,1
3181,TWB,TWB,The Holy Bible in Tongan - Tongan West Bible,Koe Tohi Tabu Katoa,to,Tonga (Tonga Islands),lea fakatonga,1,1
984,Tonga63,Ibbaib63,Tonga Bible 1963,Ibbaibele 1963,,Tonga (Zambia),chiTonga,0,1
2956,Tonga96,Tonga96,Tonga Bible 1996,Bbaibele,,Tonga (Zambia),chiTonga,0,1
159,SDA,SDA,Toraja Bible,Sura' Madatu,,Toraja-Sa'dan,Toraja-Sa'dan,0,
184,TSO89,TSO89,Tsonga 1989 Translation,BIBELE Mahungu Lamanene,ts,Tsonga,Xitsonga,1,1
607,TSO29,TSO29,Tsonga 1929/2012,Xitsonga (Bibele),ts,Tsonga,Xitsonga,1,1
3855,CTSB24,CTSB24,Contemporary Tsonga Bible 2024,Contemporary Tsonga Bible 2024,ts,Tsonga,Xitsonga,1,1
2902,TSC72,TSC72,Tshwa Bible,Tshwa Bible,,Tswa,Tswa,,
170,TCL02,TCL02,"Turkish Bible, 2001, 2008","Kutsal Kitap Yeni Çeviri 2001, 2008",tr,Turkish,Türkçe,4,
2028,KMESK,KMEYA,Turkish Bible Old Translation 1941,Turkish Bible Old Translation 1941,tr,Turkish,Türkçe,4,1
2091,TKK,ТКК,Turkish Revision 2008 Bible in Cyrillic,Кирил харфлерийле Тюркче Кутсал Китап,tr,Turkish,Türkçe,4,
3844,turytc,YTC,Literal Turkish Bible Translation (YTC),Yorumsuz Türkçe Çeviri (YTC),tr,Turkish,Türkçe,4,
361,TZH,TZH,Bible in Tzeltal Bachajón,Bible in Tzeltal Bachajón,,Tzeltal,Tzeltal,0,1
363,TZOXCH,TZOXCH,Bible in Tzeltal de Oxchuc y Tenejapa,Bible in Tzeltal de Oxchuc y Tenejapa,,Tzeltal,Tzeltal,0,
334,TZC00,TZC00,Bible in Tzotzil de Chamula,Bible in Tzotzil de Chamula,,Tzotzil,Tzotzil,0,
2837,AOZ,AOZ,"Bible in Today's Timur Dawan Version East Nusa Tenggara, Indonesia",SULAT KNINO BENO ALEKOT,,Uab Meto,Uab Meto,,
188,UKRK,UKRK,"Біблія в пер. П.Куліша та І.Пулюя, 1905","Біблія в пер. П.Куліша та І.Пулюя, 1905",uk,Ukrainian,Українська,3,
204,UMT,UMT,Holy Bible: Easy-to-Read Version,Свята Біблія: Сучасною мовою,uk,Ukrainian,Українська,3,
2686,EMB63,EMB63,Umbundu Bible 1963,Embimbiliya - Bíblia Sagrada em Umbundu,,Umbundu,Umbundu,0,1
3385,MTG,MTG,Old and New the Una Language,Er Imtamnyi Uram,,Una,Una,0,
187,urdgvu,URDGVU,"Urdu Geo Version, Urdu Script",ہولی بائبل کا اردو جیو ورژن,ur,Urdu,اردو,3,
189,URD,URD,Urdu Bible,کِتابِ مُقادّس,ur,Urdu,اردو,3,1
3327,urdgvh,URDGVH,Urdu Geo Version (Hindi Script),किताबे-मुक़द्दस,ur,Urdu,اردو,3,
3536,UCV,UCV,Urdu Contemporary Version 2024,اُردو ہم عصر ترجُمہ,ur,Urdu,اردو,3,1
4553,URHCV,URHCV,"Urdu Contemporary Version, Devanagari Edition","किताब-ए-मुक़द्‍दस, उर्दू हमअस्र तरजुमा",ur,Urdu,اردو,3,1
4654,urdgvb,URDGVB,"Urdu Geo Version, Bangla Script",কিতাবে-মুকদ্দস,ur,Urdu,اردو,3,
481,DGV,DGV,किताब-ए मुक़द्दस,किताब-ए मुक़द्दस,,Urdu (Devanagari),उर्दू,3,
1885,IRVUrd,IRVUrd,Indian Revised Version (IRV) Urdu - 2019,इंडियन रिवाइज्ड वर्जन (IRV) उर्दू - 2019,,Urdu (Devanagari),उर्दू,3,1
1553,URDR55,URDR55,Romanised Urdu Bible 1955,"Kitáb i Muqaddas 1955 (Tauret, Zabúr, Ambiyá ke Sahífa, aur Injíl)",,Urdu (Roman),Urdū,3,1
1887,urdgvr,GVR,Urdu Geo Version (Roman Script),Kitab-i Muqaddas,,Urdu (Roman),Urdū,3,1
2616,UBV77,UBV77,Bible in Urhobo,BAIBOL ỌFUANFON NA RẸ ỌPHỌ RẸ AWANRE KUGBE ỌPHỌ ỌKPOKPỌ,,Urhobo,Urhobo,0,1
2601,IAAI,IAAI,Iaai Bible 1901 (New Caledonia),Iaai Bible 1901 (New Caledonia),,Uvean,Iaai,,
1062,VAIPBSI,VAIPBSI,Vaiphei CL Bible (BSI),PATHIAN LEKHABU THIANGTHO (BSI),,Vaiphei,Vaiphei,,
280,VEN98,VEN98,Tshivenda 1998 Translation,BIVHILI KHETHWA Mafhungo Madifha,ve,Venda,Tshivenḓa,1,
19,BD2011,BD2011,"The Vietnamese Bible, 2011 Version","Kinh Thánh Tiếng Việt, Bản Dịch 2011",vi,Vietnamese,tiếng Việt,4,1
193,VIE1925,VIE1925,The Vietnamese Bible 1925,Kinh Thánh Tiếng Việt 1925,vi,Vietnamese,tiếng Việt,4,
205,BPT,BPT,Holy Bible: Easy-to-Read Translation,Thánh Kinh: Bản Phổ thông,vi,Vietnamese,tiếng Việt,4,
1638,VCB,KTHD,Vietnamese Contemporary Bible,Kinh Thánh Hiện Đại,vi,Vietnamese,tiếng Việt,4,1
325,WCL,WCL,Wa Common Language Translation,Wa Common Language Translation,,Wa,Wa,,
2720,WB2011,WB2011,Wallisien Bible 2011,Ko te Tohi Tapu i te fakauvea,,Wallisian,Faka 'uvea,0,
4574,OUV,OUV,OLULUYIA UNION VERSION,IBIBULIA,,Wanga,Wanga,,
287,BWM,BWM,"William Morgan Bible, Parry Revision, Updated Orthography 1955",Beibl William Morgan - Argraffiad 1955,cy,"Welsh, Galés",Cymraeg,1,1
329,bnet,bnet,"beibl.net (Welsh Colloquial Bible) 2015, 2024","beibl.net 2015, 2024",cy,"Welsh, Galés",Cymraeg,1,
394,BCND,BCND,Beibl Cymraeg Newydd Diwygiedig 2004,Beibl Cymraeg Newydd Diwygiedig 2004,cy,"Welsh, Galés",Cymraeg,1,1
3394,BWM1955C,BWM1955C,Beibl William Morgan - 1955 Edition with cross-references,Beibl William Morgan - Argraffiad 1955  gyda chroesgyfeiriadau,cy,"Welsh, Galés",Cymraeg,1,1
3202,MacQul,MacQul,West Oromo Bible,Macaafa Qulqulluu Afaan Oromoo,,West Central Oromo,West Central Oromo,,
4456,OOCS,KQTAB,Biblica® Open Oromo Contemporary Scriptures 2024,"Biblica® Katabbiiwwan Qulqulluu, Turjumaana Ammayyaa Banamaa 2024",,West Central Oromo,West Central Oromo,,
748,nhw,nhwW,"Nahuatl, Huasteca (Western) - Bible","Nahuatl, Huasteca (Western)",,Western Huasteca Nahuatl,Western Huasteca Nahuatl,1,
528,WCHB,WCHB,Wichi Bible,Biblia Wichi,,Wichí Lhamtés Güisnay,Wichí,0,
281,XHO75,XHO75,isiXhosa 1975,IZIBHALO EZINGCWELE,xh,Xhosa,isiXhosa,2,1
282,XHO96,XHO96,isiXhosa 1996,IBHAYIBHILE,xh,Xhosa,isiXhosa,2,
3602,CXB24,CXB24,Contemporary Xhosa Bible 2024,Contemporary Xhosa Bible 2024,xh,Xhosa,isiXhosa,2,1
1919,yap,YAP,Yapese Bible,Bible Ni Thothup,,Yapese,Yapese,0,
1063,YIMCBSI,YIMCBSI,Yimkhiung Naga CL Bible (BSI),AMÜSÜH HÜM CL Bible (BSI),,Yimchungru Naga,Yimchungru Naga,,
324,MAYABI,MAYABI,Maya Bible,Biblia Maya,,Yucateco,Màaya,0,
976,znot,znot,Zaiwa Bible,CHYOIYÚNG CHYÚMLAIKÁ,,Zaiwa (Atsi),Zaiwa,,
2922,ZB1978,ZB1978,Zande Bible,Ziazia kekeapai,,Zande,PaZande,0,1
1071,ZEMEBSI,ZEMEBSI,Zeme Naga CL Bible (BSI),KEMCI BIBLE (BSI),,Zeme Naga,Zeme Naga,,
208,ZIV,ZIV,Zokam International Version,Zokam International Version,zo,Zou,Zo,,
1065,ZOUBSI,ZOUBSI,Zou CL Bible (BSI),LAISIENGTHOU CL Bible (BSI),zo,Zou,Zo,,
2486,ZBOTF01,ZBOTF01,Zo Bible,Zo Bible,zo,Zou,Zo,,
286,ZUL59,ZUL59,isiZulu 1959/1997,IBHAYIBHELI ELINGCWELE,zu,Zulu,isiZulu,2,1
3500,ZUL20,ZUL20,IsiZulu 2020,IsiZulu 2020,zu,Zulu,isiZulu,2,1
3846,CZB24,CZB24,Contemporary Zulu Bible 2024,Contemporary Zulu Bible 2024,zu,Zulu,isiZulu,2,1
3568,ILN,ILN,illumiNations,illumiNations,,illumiNations,illumiNations,,
