doc_id,title,start,end
924,Nehemiah Deals with Oppression,NEH.5.1,NEH.5.13
925,The Generosity of Nehemiah,NEH.5.14,NEH.5.19
926,Conspiracy Against Nehemiah,NEH.6.1,NEH.6.14
927,The Wall Completed,NEH.6.15,NEH.7.3
928,The Captives Who Returned to Jerusalem,NEH.7.4,NEH.7.73
929,Ezra Reads the Law,NEH.7.73,NEH.8.12
930,The Feast of Tabernacles,NEH.8.13,NEH.8.18
931,The People Confess Their Sins,NEH.9.1,NEH.9.38
932,The People Who Sealed the Covenant,NEH.10.1,NEH.10.27
933,The Covenant that Was Sealed,NEH.10.28,NEH.10.39
934,The People Dwelling in Jerusalem,NEH.11.1,NEH.11.24
935,The People Dwelling Outside Jerusalem,NEH.11.25,NEH.11.36
936,The Priests and Levites,NEH.12.1,NEH.12.26
937,Nehemiah Dedicates the Wall,NEH.12.27,NEH.12.43
938,Temple Responsibilities,NEH.12.44,NEH.12.47
939,Principles of Separation,NEH.13.1,NEH.13.3
940,The Reforms of Nehemiah,NEH.13.4,NEH.13.31
941,The King Dethrones Queen Vashti,EST.1.1,EST.1.22
942,Esther Becomes Queen,EST.2.1,EST.2.18
943,Mordecai Discovers a Plot,EST.2.19,EST.2.23
944,Haman’s Conspiracy Against the Jews,EST.3.1,EST.3.15
945,Esther Agrees to Help the Jews,EST.4.1,EST.4.17
946,Esther’s Banquet,EST.5.1,EST.5.8
947,Haman’s Plot Against Mordecai,EST.5.9,EST.5.14
948,The King Honors Mordecai,EST.6.1,EST.6.14
949,Haman Hanged Instead of Mordecai,EST.7.1,EST.7.10
950,Esther Saves the Jews,EST.8.1,EST.8.17
951,The Jews Destroy Their Tormentors,EST.9.1,EST.9.17
952,The Feast of Purim,EST.9.18,EST.9.32
953,Mordecai’s Advancement,EST.10.1,EST.10.3
954,Job and His Family in Uz,JOB.1.1,JOB.1.5
955,Satan Attacks Job’s Character,JOB.1.6,JOB.1.12
956,Job Loses His Property and Children,JOB.1.13,JOB.1.22
957,Satan Attacks Job’s Health,JOB.2.1,JOB.2.10
958,Job’s Three Friends,JOB.2.11,JOB.2.13
959,Job Deplores His Birth,JOB.3.1,JOB.3.26
960,Eliphaz: Job Has Sinned,JOB.4.1,JOB.4.21
961,Eliphaz: Job is Chastened by God,JOB.5.1,JOB.5.27
962,Job: My Complaint is Just,JOB.6.1,JOB.6.30
963,Job: My Suffering is Comfortless,JOB.7.1,JOB.7.21
964,Bildad: Job Should Repent,JOB.8.1,JOB.8.22
965,Job: There is No Mediator,JOB.9.1,JOB.9.35
966,Job: I Would Plead with God,JOB.10.1,JOB.10.22
967,Zophar Urges Job to Repent,JOB.11.1,JOB.11.20
968,Job Answers His Critics,JOB.12.1,JOB.13.19
969,Job’s Despondent Prayer,JOB.13.20,JOB.14.22
970,Eliphaz Accuses Job of Folly,JOB.15.1,JOB.15.35
971,Job Reproaches His Pitiless Friends,JOB.16.1,JOB.16.22
972,Job Prays for Relief,JOB.17.1,JOB.17.16
973,Bildad: The Wicked are Punished,JOB.18.1,JOB.18.21
974,Job Trusts in His Redeemer,JOB.19.1,JOB.19.29
975,Zophar’s Sermon on the Wicked Man,JOB.20.1,JOB.20.29
976,Job’s Discourse on the Wicked,JOB.21.1,JOB.21.34
977,Eliphaz Accuses Job of Wickedness,JOB.22.1,JOB.22.30
978,Job Proclaims God’s Righteous Judgments,JOB.23.1,JOB.23.17
979,Job Complains of Violence on the Earth,JOB.24.1,JOB.24.5
980,Bildad: How Can Man Be Righteous?,JOB.25.1,JOB.25.6
981,Job: Man’s Frailty and God’s Majesty,JOB.26.1,JOB.26.14
982,Job Maintains His Integrity,JOB.27.1,JOB.27.23
983,Job’s Discourse on Wisdom,JOB.28.1,JOB.28.28
984,Job’s Summary Defense,JOB.29.1,JOB.31.40
985,Elihu Contradicts Job’s Friends,JOB.32.1,JOB.32.22
986,Elihu Contradicts Job,JOB.33.1,JOB.33.33
987,Elihu Proclaims God’s Justice,JOB.34.1,JOB.34.37
988,Elihu Condemns Self-Righteousness,JOB.35.1,JOB.35.16
989,Elihu Proclaims God’s Goodness,JOB.36.1,JOB.36.23
990,Elihu Proclaims God’s Majesty,JOB.36.24,JOB.37.24
991,The Lord Reveals His Omnipotence to Job,JOB.38.1,JOB.40.2
992,Job’s Response to God,JOB.40.3,JOB.40.5
993,God’s Challenge to Job,JOB.40.6,JOB.41.34
994,Job’s Repentance and Restoration,JOB.42.1,JOB.42.17
995,The Way of the Righteous and the End of the Ungodly,PSA.1.1,PSA.1.6
996,The Messiah’s Triumph and Kingdom,PSA.2.1,PSA.2.12
997,The Lord Helps His Troubled People,PSA.3.1,PSA.3.8
998,The Safety of the Faithful,PSA.4.1,PSA.4.8
999,A Prayer for Guidance,PSA.5.1,PSA.5.12
1000,A Prayer of Faith in Time of Distress,PSA.6.1,PSA.6.10
1001,Prayer and Praise for Deliverance from Enemies,PSA.7.1,PSA.7.17
1002,The Glory of the Lord In Creation,PSA.8.1,PSA.8.9
1003,Prayer and Thanksgiving for the Lord’s Righteous Judgments,PSA.9.1,PSA.9.20
1004,A Song of Confidence in God’s Triumph Over Evil,PSA.10.1,PSA.10.18
1005,Faith in the Lord’s Righteousness,PSA.11.1,PSA.11.7
1006,Man’s Treachery and God’s Constancy,PSA.12.1,PSA.12.8
1007,Trust in the Salvation of the Lord,PSA.13.1,PSA.13.6
1008,"Folly of the Godless, and God’s Final Triumph",PSA.14.1,PSA.14.7
1009,The Character of Those Who May Dwell with the Lord,PSA.15.1,PSA.15.5
1010,"The Hope of the Faithful, and the Messiah’s Victory",PSA.16.1,PSA.16.11
1011,Prayer with Confidence in Final Salvation,PSA.17.1,PSA.17.15
1012,God the Sovereign Savior,PSA.18.1,PSA.18.50
1013,The Perfect Revelation of the Lord,PSA.19.1,PSA.19.14
1014,The Assurance of God’s Saving Work,PSA.20.1,PSA.20.9
1015,Joy in the Salvation of the Lord,PSA.21.1,PSA.21.13
1016,"The Suffering, Praise, and Posterity of the Messiah",PSA.22.1,PSA.22.31
1017,The Lord The Shepherd of His People,PSA.23.1,PSA.23.6
1018,The King of Glory and His Kingdom,PSA.24.1,PSA.24.10
1019,A Plea for Deliverance and Forgiveness,PSA.25.1,PSA.25.22
1020,A Prayer for Divine Scrutiny and Redemption,PSA.26.1,PSA.26.12
1021,An Exuberant Declaration of Faith,PSA.27.1,PSA.27.14
1022,Rejoicing in Answered Prayer,PSA.28.1,PSA.28.9
1023,Praise to God in His Holiness and Majesty,PSA.29.1,PSA.29.11
1024,The Blessedness of Answered Prayer,PSA.30.1,PSA.30.12
1025,The Lord A Fortress in Adversity,PSA.31.1,PSA.31.24
1026,The Joy of Forgiveness,PSA.32.1,PSA.32.11
1027,The Sovereignty of the Lord In Creation and History,PSA.33.1,PSA.33.22
1028,The Happiness of Those Who Trust in God,PSA.34.1,PSA.34.22
1029,The Lord The Avenger of His People,PSA.35.1,PSA.35.28
1030,Man’s Wickedness and God’s Perfections,PSA.36.1,PSA.36.12
1031,The Heritage of the Righteous and the Calamity of the Wicked,PSA.37.1,PSA.37.40
1032,Prayer in Time of Chastening,PSA.38.1,PSA.38.22
1033,Prayer for Wisdom and Forgiveness,PSA.39.1,PSA.39.13
1034,Faith Persevering in Trial,PSA.40.1,PSA.40.17
1035,The Blessing and Suffering of the Godly,PSA.41.1,PSA.41.13
1036,Yearning for God in the Midst of Distresses,PSA.42.1,PSA.42.11
1037,Prayer to God in Time of Trouble,PSA.43.1,PSA.43.5
1038,Redemption Remembered in Present Dishonor,PSA.44.1,PSA.44.26
1039,The Glories of the Messiah and His Bride,PSA.45.1,PSA.45.17
1040,God the Refuge of His People and Conqueror of the Nations,PSA.46.1,PSA.46.11
1041,"Praise to God, the Ruler of the Earth",PSA.47.1,PSA.47.9
1042,The Glory of God in Zion,PSA.48.1,PSA.48.14
1043,The Confidence of the Foolish,PSA.49.1,PSA.49.20
1044,God the Righteous Judge,PSA.50.1,PSA.50.23
1045,A Prayer of Repentance,PSA.51.1,PSA.51.19
1046,The End of the Wicked and the Peace of the Godly,PSA.52.1,PSA.52.9
1047,"Folly of the Godless, and the Restoration of Israel",PSA.53.1,PSA.53.6
1048,Answered Prayer for Deliverance from Adversaries,PSA.54.1,PSA.54.7
1049,Trust in God Concerning the Treachery of Friends,PSA.55.1,PSA.55.23
1050,Prayer for Relief from Tormentors,PSA.56.1,PSA.56.13
1051,Prayer for Safety from Enemies,PSA.57.1,PSA.57.11
1052,The Just Judgment of the Wicked,PSA.58.1,PSA.58.11
1053,The Assured Judgment of the Wicked,PSA.59.1,PSA.59.17
1054,Urgent Prayer for the Restored Favor of God,PSA.60.1,PSA.60.12
1055,Assurance of God’s Eternal Protection,PSA.61.1,PSA.61.8
1056,A Calm Resolve to Wait for the Salvation of God,PSA.62.1,PSA.62.12
1057,Joy in the Fellowship of God,PSA.63.1,PSA.63.11
1058,Oppressed by the Wicked But Rejoicing in the Lord,PSA.64.1,PSA.64.10
1059,Praise to God for His Salvation and Providence,PSA.65.1,PSA.65.13
1060,Praise to God for His Awesome Works,PSA.66.1,PSA.66.20
1061,An Invocation and a Doxology,PSA.67.1,PSA.67.7
1062,The Glory of God in His Goodness to Israel,PSA.68.1,PSA.68.35
1063,An Urgent Plea for Help in Trouble,PSA.69.1,PSA.69.36
1064,Prayer for Relief from Adversaries,PSA.70.1,PSA.70.5
1065,God the Rock of Salvation,PSA.71.1,PSA.71.24
1066,Glory and Universality of the Messiah’s Reign,PSA.72.1,PSA.72.20
1067,"The Tragedy of the Wicked, and the Blessedness of Trust in God",PSA.73.1,PSA.73.28
1068,A Plea for Relief from Oppressors,PSA.74.1,PSA.74.23
1069,Thanksgiving for God’s Righteous Judgment,PSA.75.1,PSA.75.10
1070,The Majesty of God in Judgment,PSA.76.1,PSA.76.12
1071,The Consoling Memory of God’s Redemptive Works,PSA.77.1,PSA.77.20
1072,God’s Kindness to Rebellious Israel,PSA.78.1,PSA.78.72
1073,"A Dirge and a Prayer for Israel, Destroyed by Enemies",PSA.79.1,PSA.79.13
1074,Prayer for Israel’s Restoration,PSA.80.1,PSA.80.19
1075,An Appeal for Israel’s Repentance,PSA.81.1,PSA.81.16
1076,A Plea for Justice,PSA.82.1,PSA.82.8
1077,Prayer to Frustrate Conspiracy Against Israel,PSA.83.1,PSA.83.18
1078,The Blessedness of Dwelling in the House of God,PSA.84.1,PSA.84.12
1079,Prayer that the Lord Will Restore Favor to the Land,PSA.85.1,PSA.85.13
1080,"Prayer for Mercy, with Meditation on the Excellencies of the Lord",PSA.86.1,PSA.86.17
1081,The Glories of the City of God,PSA.87.1,PSA.87.7
1082,A Prayer for Help in Despondency,PSA.88.1,PSA.88.18
1083,"Remembering the Covenant with David, and Sorrow for Lost Blessings",PSA.89.1,PSA.89.52
1084,"The Eternity of God, and Man’s Frailty",PSA.90.1,PSA.90.17
1085,Safety of Abiding in the Presence of God,PSA.91.1,PSA.91.16
1086,Praise to the Lord For His Love and Faithfulness,PSA.92.1,PSA.92.15
1087,The Eternal Reign of the Lord,PSA.93.1,PSA.93.5
1088,God the Refuge of the Righteous,PSA.94.1,PSA.94.23
1089,A Call to Worship and Obedience,PSA.95.1,PSA.95.11
1090,A Song of Praise to God Coming in Judgment,PSA.96.1,PSA.96.13
1091,A Song of Praise to the Sovereign Lord,PSA.97.1,PSA.97.12
1092,A Song of Praise to the Lord For His Salvation and Judgment,PSA.98.1,PSA.98.9
1093,Praise to the Lord For His Holiness,PSA.99.1,PSA.99.9
1094,A Song of Praise for the Lord’s Faithfulness to His People,PSA.100.1,PSA.100.5
1095,Promised Faithfulness to the Lord,PSA.101.1,PSA.101.8
1096,The Lord’s Eternal Love,PSA.102.1,PSA.102.28
1097,Praise for the Lord’s Mercies,PSA.103.1,PSA.103.22
1098,Praise to the Sovereign Lord For His Creation and Providence,PSA.104.1,PSA.104.35
1099,The Eternal Faithfulness of the Lord,PSA.105.1,PSA.105.45
1100,Joy in Forgiveness of Israel’s Sins,PSA.106.1,PSA.106.48
1101,Thanksgiving to the Lord For His Great Works of Deliverance,PSA.107.1,PSA.107.43
1102,Assurance of God’s Victory Over Enemies,PSA.108.1,PSA.108.13
1103,Plea for Judgment of False Accusers,PSA.109.1,PSA.109.31
1104,Announcement of the Messiah’s Reign,PSA.110.1,PSA.110.7
1105,Praise to God for His Faithfulness and Justice,PSA.111.1,PSA.111.10
1106,The Blessed State of the Righteous,PSA.112.1,PSA.112.10
1107,The Majesty and Condescension of God,PSA.113.1,PSA.113.9
1108,The Power of God in His Deliverance of Israel,PSA.114.1,PSA.114.8
1109,The Futility of Idols and the Trustworthiness of God,PSA.115.1,PSA.115.18
1110,Thanksgiving for Deliverance from Death,PSA.116.1,PSA.116.19
1111,Let All Peoples Praise the Lord,PSA.117.1,PSA.117.2
1112,Praise to God for His Everlasting Mercy,PSA.118.1,PSA.118.29
1113,Meditations on the Excellencies of the Word of God,PSA.119.1,PSA.119.176
1114,Plea for Relief from Bitter Foes,PSA.120.1,PSA.120.7
1115,Meditations on the Excellencies of the Word of God: ,PSA.121.1,PSA.121.8
1116,The Joy of Going to the House of the Lord,PSA.122.1,PSA.122.9
1117,Prayer for Relief from Contempt,PSA.123.1,PSA.123.4
1118,The Lord The Defense of His People,PSA.124.1,PSA.124.8
1119,The Lord The Strength of His People,PSA.125.1,PSA.125.5
1120,A Joyful Return to Zion,PSA.126.1,PSA.126.6
1121,Laboring and Prospering with the Lord,PSA.127.1,PSA.127.5
1122,Blessings of Those Who Fear the Lord,PSA.128.1,PSA.128.6
1123,Song of Victory Over Zion’s Enemies,PSA.129.1,PSA.129.8
1124,Waiting for the Redemption of the Lord,PSA.130.1,PSA.130.8
1125,Simple Trust in the Lord,PSA.131.1,PSA.131.3
1126,The Eternal Dwelling of God in Zion,PSA.132.1,PSA.132.18
1127,Blessed Unity of the People of God,PSA.133.1,PSA.133.3
1128,Praising the Lord In His House at Night,PSA.134.1,PSA.134.3
1129,Praise to God in Creation and Redemption,PSA.135.1,PSA.135.21
1130,Thanksgiving to God for His Enduring Mercy,PSA.136.1,PSA.136.26
1131,Longing for Zion in a Foreign Land,PSA.137.1,PSA.137.9
1132,The Lord’s Goodness to the Faithful,PSA.138.1,PSA.138.8
1133,God’s Perfect Knowledge of Man,PSA.139.1,PSA.139.24
1134,Prayer for Deliverance from Evil Men,PSA.140.1,PSA.140.13
1135,Prayer for Safekeeping from Wickedness,PSA.141.1,PSA.141.10
1136,A Plea for Relief from Persecutors,PSA.142.1,PSA.142.7
1137,An Earnest Appeal for Guidance and Deliverance,PSA.143.1,PSA.143.12
1138,A Song to the Lord Who Preserves and Prospers His People,PSA.144.1,PSA.144.15
1139,A Song of God’s Majesty and Love,PSA.145.1,PSA.145.21
1140,The Happiness of Those Whose Help is the Lord,PSA.146.1,PSA.146.10
1141,Praise to God for His Word and Providence,PSA.147.1,PSA.147.20
1142,Praise to the Lord From Creation,PSA.148.1,PSA.148.14
1143,Praise to God for His Salvation and Judgment,PSA.149.1,PSA.149.9
1144,Let All Things Praise the Lord,PSA.150.1,PSA.150.6
1145,The Beginning of Knowledge,PRO.1.1,PRO.1.7
1146,Shun Evil Counsel,PRO.1.8,PRO.1.19
1147,The Call of Wisdom,PRO.1.20,PRO.1.33
1148,The Value of Wisdom,PRO.2.1,PRO.2.22
1149,Guidance for the Young,PRO.3.1,PRO.3.35
1150,Security in Wisdom,PRO.4.1,PRO.4.27
1151,The Peril of Adultery,PRO.5.1,PRO.5.23
1152,Dangerous Promises,PRO.6.1,PRO.6.5
1153,The Folly of Indolence,PRO.6.6,PRO.6.11
1154,The Wicked Man,PRO.6.12,PRO.6.19
1155,Beware of Adultery,PRO.6.20,PRO.7.5
1156,The Crafty Harlot,PRO.7.6,PRO.7.27
1157,The Excellence of Wisdom,PRO.8.1,PRO.8.36
1158,The Way of Wisdom,PRO.9.1,PRO.9.12
1159,The Way of Folly,PRO.9.13,PRO.9.18
1160,Wise Sayings of Solomon,PRO.10.1,PRO.22.16
1161,Sayings of the Wise,PRO.22.17,PRO.24.22
1162,Further Sayings of the Wise,PRO.24.23,PRO.24.34
1163,Further Wise Sayings of Solomon,PRO.25.1,PRO.29.27
1164,The Wisdom of Agur,PRO.30.1,PRO.30.33
1165,The Words of King Lemuel’s Mother,PRO.31.1,PRO.31.9
1166,The Virtuous Wife,PRO.31.10,PRO.31.31
1167,The Vanity of Life,ECC.1.1,ECC.1.11
1168,The Grief of Wisdom,ECC.1.12,ECC.1.18
1169,The Vanity of Pleasure,ECC.2.1,ECC.2.11
1170,The End of the Wise and the Fool,ECC.2.12,ECC.2.26
1171,Everything Has Its Time,ECC.3.1,ECC.3.8
1172,The God-Given Task,ECC.3.9,ECC.3.15
1173,Injustice Seems to Prevail,ECC.3.16,ECC.4.3
1174,The Vanity of Selfish Toil,ECC.4.4,ECC.4.8
1175,The Value of a Friend,ECC.4.9,ECC.4.12
1176,Popularity Passes Away,ECC.4.13,ECC.4.16
1177,"Fear God, Keep Your Vows",ECC.5.1,ECC.5.7
1178,The Vanity of Gain and Honor,ECC.5.8,ECC.6.12
1179,The Value of Practical Wisdom,ECC.7.1,ECC.8.1
1180,Obey Authorities for God’s Sake,ECC.8.2,ECC.8.9
1181,Death Comes to All,ECC.8.10,ECC.9.12
1182,Wisdom Superior to Folly,ECC.9.13,ECC.10.20
1183,The Value of Diligence,ECC.11.1,ECC.11.8
1184,Seek God in Early Life,ECC.11.9,ECC.12.8
1185,The Whole Duty of Man,ECC.12.9,ECC.12.14
1186,The Banquet,SNG.1.1,SNG.2.7
1187,The Beloved’s Request,SNG.2.8,SNG.2.17
1188,A Troubled Night,SNG.3.1,SNG.3.5
1189,The Coming of Solomon,SNG.3.6,SNG.5.1
1190,The Shulamite’s Troubled Evening,SNG.5.2,SNG.6.3
1191,Praise of the Shulamite’s Beauty,SNG.6.4,SNG.6.13
1192,Expressions of Praise,SNG.7.1,SNG.8.4
1193,Love Renewed in Lebanon,SNG.8.5,SNG.8.14
1194,Isaiah,ISA.1.1,ISA.1.1
1195,The Wickedness of Judah,ISA.1.2,ISA.1.20
1196,The Degenerate City,ISA.1.21,ISA.1.31
1197,The Future House of God,ISA.2.1,ISA.2.4
1198,The Day of the Lord,ISA.2.5,ISA.2.22
1199,Judgment on Judah and Jerusalem,ISA.3.1,ISA.3.12
1200,Oppression and Luxury Condemned,ISA.3.13,ISA.4.1
1201,The Renewal of Zion,ISA.4.2,ISA.4.6
1202,God’s Disappointing Vineyard,ISA.5.1,ISA.5.7
1203,Impending Judgment on Excesses,ISA.5.8,ISA.5.30
1204,Isaiah Called to Be a Prophet,ISA.6.1,ISA.6.13
1205,Isaiah Sent to King Ahaz,ISA.7.1,ISA.7.9
1206,The Immanuel Prophecy,ISA.7.10,ISA.7.25
1207,Assyria Will Invade the Land,ISA.8.1,ISA.8.10
1208,"Fear God, Heed His Word",ISA.8.11,ISA.8.22
1209,The Government of the Promised Son,ISA.9.1,ISA.9.7
1210,The Punishment of Samaria,ISA.9.8,ISA.10.4
1211,Arrogant Assyria Also Judged,ISA.10.5,ISA.10.19
1212,The Returning Remnant of Israel,ISA.10.20,ISA.10.34
1213,The Reign of Jesse’s Offspring,ISA.11.1,ISA.11.16
1214,A Hymn of Praise,ISA.12.1,ISA.12.6
1215,Proclamation Against Babylon,ISA.13.1,ISA.13.22
1216,Mercy on Jacob,ISA.14.1,ISA.14.2
1217,Fall of the King of Babylon,ISA.14.3,ISA.14.11
1218,The Fall of Lucifer,ISA.14.12,ISA.14.21
1219,Babylon Destroyed,ISA.14.22,ISA.14.23
1220,Assyria Destroyed,ISA.14.24,ISA.14.27
1221,Philistia Destroyed,ISA.14.28,ISA.14.32
1222,Proclamation Against Moab,ISA.15.1,ISA.15.9
1223,Moab Destroyed,ISA.16.1,ISA.16.14
1224,Proclamation Against Syria and Israel,ISA.17.1,ISA.17.14
1225,Proclamation Against Ethiopia,ISA.18.1,ISA.18.7
1226,Proclamation Against Egypt,ISA.19.1,ISA.19.17
1227,"Egypt, Assyria, and Israel Blessed",ISA.19.18,ISA.19.25
1228,The Sign Against Egypt and Ethiopia,ISA.20.1,ISA.20.6
1229,The Fall of Babylon Proclaimed,ISA.21.1,ISA.21.10
1230,Proclamation Against Edom,ISA.21.11,ISA.21.12
1231,Proclamation Against Arabia,ISA.21.13,ISA.21.17
1232,Proclamation Against Jerusalem,ISA.22.1,ISA.22.14
1233,The Judgment on Shebna,ISA.22.15,ISA.22.25
1234,Proclamation Against Tyre,ISA.23.1,ISA.23.18
1235,Impending Judgment on the Earth,ISA.24.1,ISA.24.23
1236,Praise to God,ISA.25.1,ISA.25.12
1237,A Song of Salvation,ISA.26.1,ISA.26.19
1238,Take Refuge from the Coming Judgment,ISA.26.20,ISA.27.1
1239,The Restoration of Israel,ISA.27.2,ISA.27.13
1240,Woe to Ephraim and Jerusalem,ISA.28.1,ISA.28.15
1241,A Cornerstone in Zion,ISA.28.16,ISA.28.22
1242,Listen to the Teaching of God,ISA.28.23,ISA.28.29
1243,Woe to Jerusalem,ISA.29.1,ISA.29.8
1244,The Blindness of Disobedience,ISA.29.9,ISA.29.16
1245,Future Recovery of Wisdom,ISA.29.17,ISA.29.24
1246,Futile Confidence in Egypt,ISA.30.1,ISA.30.7
1247,A Rebellious People,ISA.30.8,ISA.30.17
1248,God Will Be Gracious,ISA.30.18,ISA.30.26
1249,Judgment on Assyria,ISA.30.27,ISA.30.33
1250,The Folly of Not Trusting God,ISA.31.1,ISA.31.3
1251,God Will Deliver Jerusalem,ISA.31.4,ISA.31.9
1252,A Reign of Righteousness,ISA.32.1,ISA.32.8
1253,Consequences of Complacency,ISA.32.9,ISA.32.15
1254,The Peace of God’s Reign,ISA.32.16,ISA.32.20
1255,A Prayer in Deep Distress,ISA.33.1,ISA.33.9
1256,Impending Judgment on Zion,ISA.33.10,ISA.33.16
1257,The Land of the Majestic King,ISA.33.17,ISA.33.24
1258,Judgment on the Nations,ISA.34.1,ISA.34.17
1259,The Future Glory of Zion,ISA.35.1,ISA.35.10
1260,Sennacherib Boasts Against the Lord,ISA.36.1,ISA.36.22
1261,Isaiah Assures Deliverance,ISA.37.1,ISA.37.7
1262,Sennacherib’s Threat and Hezekiah’s Prayer,ISA.37.8,ISA.37.20
1263,The Word of the Lord Concerning Sennacherib,ISA.37.21,ISA.37.35
1264,Sennacherib’s Defeat and Death,ISA.37.36,ISA.37.38
1265,Hezekiah’s Life Extended,ISA.38.1,ISA.38.22
1266,The Babylonian Envoys,ISA.39.1,ISA.39.8
1267,God’s People Are Comforted,ISA.40.1,ISA.40.31
1268,Israel Assured of God’s Help,ISA.41.1,ISA.41.20
1269,The Futility of Idols,ISA.41.21,ISA.41.29
1270,The Servant of the Lord,ISA.42.1,ISA.42.9
1271,Praise to the Lord,ISA.42.10,ISA.42.13
1272,Promise of the Lord’s Help,ISA.42.14,ISA.42.20
1273,Israel’s Obstinate Disobedience,ISA.42.21,ISA.42.25
1274,The Redeemer of Israel,ISA.43.1,ISA.43.21
1275,Pleading with Unfaithful Israel,ISA.43.22,ISA.43.28
1276,God’s Blessing on Israel,ISA.44.1,ISA.44.5
1277,There Is No Other God,ISA.44.6,ISA.44.8
1278,Idolatry Is Foolishness,ISA.44.9,ISA.44.20
1279,Israel Is Not Forgotten,ISA.44.21,ISA.44.23
1280,Judah Will Be Restored,ISA.44.24,ISA.44.28
1281,"Cyrus, God’s Instrument",ISA.45.1,ISA.45.13
1282,"The Lord, the Only Savior",ISA.45.14,ISA.45.25
1283,Dead Idols and the Living God,ISA.46.1,ISA.46.13
1284,The Humiliation of Babylon,ISA.47.1,ISA.47.15
1285,Israel Refined for God’s Glory,ISA.48.1,ISA.48.11
1286,God’s Ancient Plan to Redeem Israel,ISA.48.12,ISA.48.22
1287,"The Servant, the Light to the Gentiles",ISA.49.1,ISA.49.13
1288,God Will Remember Zion,ISA.49.14,ISA.49.26
1289,"The Servant, Israel’s Hope",ISA.50.1,ISA.50.11
1290,The Lord Comforts Zion,ISA.51.1,ISA.51.16
1291,God’s Fury Removed,ISA.51.17,ISA.51.23
1292,God Redeems Jerusalem,ISA.52.1,ISA.52.12
1293,The Sin-Bearing Servant,ISA.52.13,ISA.53.12
1294,A Perpetual Covenant of Peace,ISA.54.1,ISA.54.17
1295,An Invitation to Abundant Life,ISA.55.1,ISA.55.13
1296,Salvation for the Gentiles,ISA.56.1,ISA.56.8
1297,Israel’s Irresponsible Leaders,ISA.56.9,ISA.56.12
1298,Israel’s Futile Idolatry,ISA.57.1,ISA.57.13
1299,Healing for the Backslider,ISA.57.14,ISA.57.21
1300,Fasting that Pleases God,ISA.58.1,ISA.58.14
1301,Separated from God,ISA.59.1,ISA.59.8
1302,Sin Confessed,ISA.59.9,ISA.59.15
1303,The Redeemer of Zion,ISA.59.15,ISA.59.21
1304,The Gentiles Bless Zion,ISA.60.1,ISA.60.18
1305,God the Glory of His People,ISA.60.19,ISA.60.22
1306,The Good News of Salvation,ISA.61.1,ISA.61.11
1307,Assurance of Zion’s Salvation,ISA.62.1,ISA.62.12
1308,The Lord in Judgment and Salvation,ISA.63.1,ISA.63.6
1309,God’s Mercy Remembered,ISA.63.7,ISA.63.14
1310,A Prayer of Penitence,ISA.63.15,ISA.64.12
1311,The Righteousness of God’s Judgment,ISA.65.1,ISA.65.16
1312,The Glorious New Creation,ISA.65.17,ISA.65.25
1313,True Worship and False,ISA.66.1,ISA.66.4
1314,The Lord Vindicates Zion,ISA.66.5,ISA.66.13
1315,The Reign and Indignation of God,ISA.66.14,ISA.66.24
1316,Jeremiah,JER.1.1,JER.1.3
1317,The Prophet Is Called,JER.1.4,JER.1.19
1318,God’s Case Against Israel,JER.2.1,JER.2.37
1319,Israel Is Shameless,JER.3.1,JER.3.5
1320,A Call to Repentance,JER.3.6,JER.4.4
1321,An Imminent Invasion,JER.4.5,JER.4.18
1322,Sorrow for the Doomed Nation,JER.4.19,JER.4.31
1323,The Justice of God’s Judgment,JER.5.1,JER.5.31
1324,Impending Destruction from the North,JER.6.1,JER.6.30
1325,Trusting in Lying Words,JER.7.1,JER.7.27
1326,Judgment on Obscene Religion,JER.7.28,JER.8.3
1327,The Peril of False Teaching,JER.8.4,JER.8.17
1328,The Prophet Mourns for the People,JER.8.18,JER.9.16
1329,The People Mourn in Judgment,JER.9.17,JER.9.26
1330,Idols and the True God,JER.10.1,JER.10.16
1331,The Coming Captivity of Judah,JER.10.17,JER.10.25
1332,The Broken Covenant,JER.11.1,JER.11.17
1333,Jeremiah’s Life Threatened,JER.11.18,JER.11.23
1334,Jeremiah’s Question,JER.12.1,JER.12.4
1335,The Lord Answers Jeremiah,JER.12.5,JER.12.17
1336,Symbol of the Linen Sash,JER.13.1,JER.13.11
1337,Symbol of the Wine Bottles,JER.13.12,JER.13.14
1338,Pride Precedes Captivity,JER.13.15,JER.13.27
1339,"Sword, Famine, and Pestilence",JER.14.1,JER.14.18
1340,The People Plead for Mercy,JER.14.19,JER.14.22
1341,The Lord Will Not Relent,JER.15.1,JER.15.9
1342,Jeremiah’s Dejection,JER.15.10,JER.15.18
1343,The Lord Reassures Jeremiah,JER.15.19,JER.15.21
1344,Jeremiah’s Life-Style and Message,JER.16.1,JER.16.13
1345,God Will Restore Israel,JER.16.14,JER.16.21
1346,Judah’s Sin and Punishment,JER.17.1,JER.17.13
1347,Jeremiah Prays for Deliverance,JER.17.14,JER.17.18
1348,Hallow the Sabbath Day,JER.17.19,JER.17.27
1349,The Potter and the Clay,JER.18.1,JER.18.11
1350,God’s Warning Rejected,JER.18.12,JER.18.17
1351,Jeremiah Persecuted,JER.18.18,JER.18.23
1352,The Sign of the Broken Flask,JER.19.1,JER.19.15
